DOI	volume	received	accepted	online	title	authors
10.1007/s12517-020-05650-x	13	03-Sep-19	30-Jun-20	11-Jul-20	"Groundwater contamination vulnerability assessment using DRASTIC method, GSA, and uncertainty analysis"	"Dizaji, Alireza Razavi; Hosseini, Seyed Abbas; Rezaverdinejad, Vahid; Sharafati, Ahmad"
10.1007/s12517-020-05631-0	13	09-Dec-19	22-Jun-20	10-Jul-20	Experimental study on the mechanical properties and damage evolution of red sandstone containing a single ice-filled flaw under triaxial compression	"Shan, Renliang; Bai, Yao; Dou, Haoyu; Han, Tianyu; Yan, Fayuan"
10.1007/s12517-020-05574-6	13	08-Feb-20	12-Jun-20	18-Jun-20	Potentials of waste plastic pyrolysis oil as an extender fuel for diesel engine	"Tomar, Mukul; Jain, Amit; Pujari, Prashant Chandra; Dewal, Hansham; Kumar, Naveen"
10.1007/s12517-020-05468-7	13	01-May-19	19-May-20	22-Jun-20	"Arsenic distribution and metabolism genes abundance in Paddy soils from Punjab and Sindh provinces, Pakistan"	"Hashmi, Muhammad Zaffar; Kanwal, Aatika; Pongpiachan, Siwatt; Su, Xiaomei; Nasim, Wajid; Saand, Mumtaz Ali; Mubeen, Muhammad; Akram, Rida; Wang, Shuhong; Ahmed, Zulkfil"
10.1007/s12517-020-05385-9	13	02-Feb-19	29-Apr-20	21-Jun-20	Testing and constitutive modelling of the mechanical behaviours of gravelly soil material	"Zhang, Jiu-Chang; Li, Yue; Xu, Bo; Meng, Qin-Xiang; Zhang, Qiang; Wang, Ru-Bin"
10.1007/s12517-020-05478-5	13	17-Jul-18	25-May-20	27-Jun-20	Global atmospheric changes versus the Indian rainfall variation	"Akhoury, Gargi; Avishek, Kirti"
10.1007/s12517-020-05672-5	13	07-Nov-19	02-Jul-20	15-Jul-20	"Engineering geological assessment and determination of bearing capacity of the Buyukyenice dam site (Balıkesir, Turkey)"	"Tunusluoglu, Mehmet Celal"
10.1007/s12517-020-05720-0	13	28-Oct-19	10-Jul-20	16-Jul-20	Characterisation of rock fracturing ahead of the preconditioned mining faces in a hard rock mining	"Sengani, Fhatuwani"
10.1007/s12517-020-05683-2	13	20-Sep-19	09-Jul-20	16-Jul-20	"Sedimentary butyltin compounds and sediment transport model at the Shuwaikh Port, Kuwait Bay"	"Alshemmari, Hassan; Al-Awadi, Mohammad; Karam, Quasie; Talebi, Lina"
10.1007/s12517-020-05596-0	13	27-Feb-20	22-Jun-20	16-Jul-20	Source routing and detection of dust storm in the Salt Lake basin of Qom in Iran	"Sharifikia, Mohammad; Rabbani, Fatemeh"
10.1007/s12517-020-05692-1	13	17-Mar-19	09-Jul-20	17-Jul-20	A nonlinear approach for predicting pore pressure using genetic algorithm in one of the Iranian petroleum carbonate reservoirs	"Hossein, Mohammadi; Ali, Riahi Mohammad"
10.1007/s12517-020-05664-5	13	25-Nov-18	01-Jul-20	17-Jul-20	Mapping and monitoring land use and land cover changes in Mellegue watershed using remote sensing and GIS	"Weslati, Okba; Bouaziz, Samir; Serbaji, Mohamed Moncef"
10.1007/s12517-020-05550-0	13	31-Aug-19	04-Jun-20	17-Jul-20	Cretaceous petroleum system modeling of Kairouan Basin in eastern Tunisia	"Bédir, Mourad; Soltani, Akram; Mohamed, Anis Belhaj; Arbi, Afif; Saidi, Moncef"
10.1007/s12517-020-05643-w	13	14-Mar-18	30-Jun-20	14-Jul-20	Interpreting rescue vehicle patterns using geovisual analytics for spatiotemporal resource allocation	"Maqsood, Usama; Tahir, Ali; Fatima, Khunsa; Rahman, Abdur"
10.1007/s12517-020-05686-z	13	23-Jan-19	09-Jul-20	15-Jul-20	Response of topographic control on nearest-neighbor diffusion-based pan-sharpening using multispectral MODIS and AWiFS satellite dataset	"Singh, Sartajvir; Sood, Vishakha; Prashar, Shivendu; Kaur, Ravneet"
10.1007/s12517-020-05684-1	13	28-Nov-19	09-Jul-20	14-Jul-20	3D discrete analysis of damage evolution of hard rock under tension	"Dinç Göğüş, Özge"
10.1007/s12517-020-05610-5	13	05-Nov-19	22-Jun-20	08-Jul-20	Effects of moisture conditions on mechanical properties and AE and IR characteristics in coal–rock combinations	"Yao, Qiangling; Wang, Weinan; Zhu, Liu; Xia, Ze; Tang, Chuanjin; Wang, Xuanhui"
10.1007/s12517-020-05530-4	13	12-Feb-19	03-Jun-20	20-Jun-20	Time series assessment of the relationship between land surface temperature due to change in elevation: a case study from Hindukush-Himalayan Region (HKH)	"Khan, Aftab Ahmed; Hussain, Dostdar; Ali, Karamat; Khan, Garee; Ali, Manzoor; Jamil, Akhtar"
10.1007/s12517-020-05493-6	13	07-Nov-19	28-May-20	24-Jun-20	A new experimental approach to the improvement of sandy soils with construction demolition waste and cement	"Bagriacik, Baki; Mahmutluoglu, Baris"
10.1007/s12517-020-05512-6	13	16-Jan-20	03-Jun-20	12-Jul-20	"Provenance of Jurassic siliciclastic deposits, determined by geochemistry and petrology: a case study from a Cimmerian intramontane basin, the Binalud Mountains, Iran"	"Poursoltani, Mehdi Reza; Fürsich, Franz Theodor"
10.1007/s12517-020-05590-6	13	15-Jan-20	18-Jun-20	29-Jun-20	Applications of nuclear magnetic resonance (NMR) logging in tight sandstone reservoir pore structure characterization	"Zhang, Haitao; Li, Gaoren; Guo, Haopeng; Zhang, Wenjing; Wang, Yanmei; Li, Weibing; Zhou, Jinyu; Wang, Changsheng"
10.1007/s12517-020-05449-w	13	09-Apr-18	18-May-20	24-Jun-20	A comprehensive experimental study on the monotonic behavior of clay-sand mixtures	"Soltani-Jigheh, Hossein; Zarei, Chia"
10.1007/s12517-020-05603-4	13	17-Dec-19	22-Jun-20	30-Jun-20	"Response of 17α(H)-diahopanes and 18α(H)-neohopanes to maturity in lacustrine source rocks derived from the Songliao Basin, NE China"	"Zhang, Min; Cheng, Qingsong; Zhang, Wenyu"
10.1007/s12517-020-05356-0	13	06-Jan-20	25-Apr-20	26-Jun-20	Ecology of building solutions in the engineering of construction projects	"Ibadov, Nabi"
10.1007/s12517-020-05605-2	13	17-Jul-19	22-Jun-20	30-Jun-20	"Using plants distribution pattern to determine potentially unstable zone on the top of sea cliffs in Gurdim (Gulf of Oman, Iran)"	"Gerivani, Hadi; Savari, Sharareh"
10.1007/s12517-020-05597-z	13	22-May-20	22-Jun-20	03-Jul-20	Spatial characteristics analysis and vulnerability evaluation of agricultural land use environment	"Chen, Jiaao; Hu, Ying; Hu, Yujia; Shen, Shouyun"
10.1007/s12517-020-05581-7	13	01-Dec-19	17-Jun-20	01-Jul-20	"Reflection seismic, gravity, magnetic, and InSAR analysis of the Chaman Fault in Pakistan"	"Huang, Jingqiu; Khan, Shuhab D.; Van Nieuwenhuise, Don; Khan, Abdul S."
10.1007/s12517-020-05517-1	13	31-May-19	03-Jun-20	26-Jun-20	3D digital photorealistic models from the field to the lab	"Alfarhan, Mohammed Saad; Alhumimidi, Mansour Salem; Cline, Jarvis Reuben; White, Lionel Stuart; Aiken, Carlos Lynn"
10.1007/s12517-020-05551-z	13	25-Jan-20	04-Jun-20	26-Jun-20	Contribution of Sentinel-2 multispectral satellite images to study salinization effect of the Touggourt agricultural region (Algeria)	"Khelifi Touhami, Madina; Bouraoui, Seyfallah; Berguig, Mohamed-Chérif"
10.1007/s12517-020-05676-1	13	None	None	10-Jul-20	Correction to: investigating regional distribution for maximum daily rainfall in arid regions: case study in Saudi Arabia	"Abdeen, Wael M.; Awadallah, Ayman G.; Hassan, Nagy A."
10.1007/s12517-020-05669-0	13	02-May-18	02-Jul-20	10-Jul-20	Qualitative and quantitative metrics for the visual description of landscapes in a volunteered geographical information environment	"Soleimani, Samira; Malek, Mohammad Reza; Claramunt, Christophe"
10.1007/s12517-020-05479-4	13	11-Feb-19	25-May-20	18-Jun-20	"Reducing the risk and residual errors by uncertainty analysis of depth conversion in Nasiriya Oil Field, Iraq"	"Al-Khazraji, Omar N. A.; Al-Karadaghi, Salar S. H."
10.1007/s12517-020-05546-w	13	14-Jan-20	04-Jun-20	17-Jul-20	"Drought characterization in the Mae Klong River Basin, Thailand, using Standardized Precipitation Index"	"Khalil, Alamgir"
10.1007/s12517-020-05619-w	13	02-Jan-20	22-Jun-20	01-Jul-20	"Assessment of gold mineralisation in Osu–Amuta–Itagunmodi areas, Southwestern Nigeria"	"Olajide-Kayode, Jerry O.; Mustapha, Shakirat O.; Olatunji, Akinade S.; Okunlola, Olugbenga A."
10.1007/s12517-020-05645-8	13	25-Mar-19	30-Jun-20	14-Jul-20	Reduction of blast-induced ground vibration and utilization of explosive energy using low-density explosives for environmentally sensitive areas	"Kumar, Sujit; Mishra, Arvind Kumar"
10.1007/s12517-020-05681-4	13	10-Jul-19	09-Jul-20	15-Jul-20	"Modeling groundwater quality and quantity to manage water resources in the Arak aquifer, Iran"	"Jabbari, Ehsan; Fathi, Mahsa; Moradi, Mojtaba"
10.1007/s12517-020-05655-6	13	14-Feb-20	01-Jul-20	09-Jul-20	The investigation of seepage model for columnar jointed rock masses during cyclic loading and unloading of confining pressure	"Chao, Zhiming; Ma, Guotao; Wang, Meng"
10.1007/s12517-020-05623-0	13	21-Apr-19	22-Jun-20	13-Jul-20	Sediment transport modeling by the SWAT model using two scenarios in the watershed of Beni Haroun dam in Algeria	"Kateb, Zakaria; Bouchelkia, Hamid; Benmansour, Abdelhalim; Belarbi, Fadila"
10.1007/s12517-020-05583-5	13	08-Nov-17	18-Jun-20	16-Jul-20	Strong ground motion simulation techniques—a review in world context	"Arora, Sandeep; Joshi, A.; Kumari, Pushpa; Kumar, Parveen; Sah, Shashi Kant; Lal, Sohan; Singh, Nagendra Pratap"
10.1007/s12517-020-05658-3	13	27-Feb-20	01-Jul-20	16-Jul-20	"Petrogenesis and tectonic setting of the Chaheilingashun pluton, North Alxa Block, NW China: constraints from whole-rock geochemistry, zircon U–Pb ages, and Hf isotope compositions"	"Xie, Fenquan; Sun, Yonghe; Wang, Lidong; Cao, Jingya; Xiao, Wenzhou"
10.1007/s12517-020-05582-6	13	01-May-19	17-Jun-20	16-Jul-20	Bioaccumulation of heavy metals in an aquatic insect (Baetis pavidus; Baetidae; Ephemeroptera) in the El Harrach Wadi (Algeria)	"Bouchelouche, Djaouida; Arab, Abdeslem"
10.1007/s12517-020-05589-z	13	06-May-19	18-Jun-20	30-Jun-20	Influence of joint location and connectivity on the shear properties of artificial rock samples with non-persistent planar joints	"Xiong, Liangxiao; Chen, Haijun; Geng, Xiaolong; Xu, Zhongyuan"
10.1007/s12517-020-05615-0	13	31-Jul-19	22-Jun-20	04-Jul-20	"Investigating variations of vegetation: climatic, geological substrate, and topographic factors—a case study of Kharestan area, Fars Province, Iran"	"Ranjbar, Abolfazl; Vali, Abbasali; Mokarram, Marzieh; Taripanah, Farideh"
10.1007/s12517-020-05618-x	13	12-Dec-19	22-Jun-20	06-Jul-20	Mathematical modelling to establish the influence of pesticides on groundwater contamination	"Kumar, Rohit; Chatterjee, Ayan; Singh, Mritunjay Kumar; Singh, Vijay P."
10.1007/s12517-020-05510-8	13	26-Apr-19	01-Jun-20	20-Jun-20	"Assessment of the tectonic activity of Dewana Basin using geomorphological indices, Kurdistan Region, NE Iraq"	"Sissakian, Varoujan K.; Abdullah, Lanja H."
10.1007/s12517-020-05455-y	13	15-Apr-19	18-May-20	22-Jun-20	Combined effects of cooling rate and salt on physical properties of yellow sandstone collected from Eastern China	"Zhao, Fei; Sun, Qiang"
10.1007/s12517-020-05349-z	13	05-Jan-18	25-Apr-20	24-Jun-20	Terrain slope angle effect on p–y curves for piles in gravelly soil	"Zhao, Qi-hua; Chen, Ji-bin; Peng, She-qin"
10.1007/s12517-020-05579-1	13	29-Feb-20	16-Jun-20	27-Jun-20	"Biodegradation and the origin of surface bitumens in the Palaeocene Kolosh Formation, Northern Iraq"	"Alkhafaji, Mohamed W.; Aljubouri, Mohamed A.; Al-Miamary, Falah A.; Connan, Jacques"
10.1007/s12517-020-05545-x	13	30-Sep-19	04-Jun-20	30-Jun-20	"Upper Cretaceous Abiod and El Haria Formations in Jebel Rhorfa (Grombalia area, northeastern Tunisia): lithology and biostratigraphy revised—with extended comments on Ahlem Amri, Moez Ben Fadhel, Asma Chermiti, and Mohamed Ben Youssef (2018)"	"Zaghbib-Turki, Dalila; Saïdi, Ezzedine; Turki, Mohamed Moncef"
10.1007/s12517-020-05481-w	13	02-Jan-20	25-May-20	29-Jun-20	"Drainage morphometry of the Lishui catchment in the middle Yangtze basin, China: morphologic and tectonic implications"	"Yang, Guifang; Chen, Zhenghong; Jiang, Jinhong"
10.1007/s12517-020-05529-x	13	27-Sep-18	03-Jun-20	19-Jun-20	Biochar and compost as soil amendments: effect on sweet pepper (Capsicum annuum L.) growth under partial root zone drying irrigation	"Obadi, Abdullah; AlHarbi, Abdulaziz; Abdel-Razzak, Hesham; Al-Omran, Abdulrasoul"
10.1007/s12517-020-05484-7	13	18-May-19	25-May-20	10-Jul-20	Survey of active tectonic: the influence of river morphotectonic in Aras Basin	"Sanakhan, Atiyeh; Solgi, Ali; Sorbi, Ali; Arian, Mehran"
10.1007/s12517-020-05531-3	13	14-Apr-19	03-Jun-20	25-Jun-20	Numerical appraisal of rock mass anisotropy effect on elastic deformations of a circular tunnel	"Maazallahi, Vahid; Majdi, Abbas"
10.1007/s12517-020-05559-5	13	19-Nov-19	12-Jun-20	11-Jul-20	Stability study of fluid-solid coupled dynamic system of seepage in accumulative broken rock	"Li, Shuncai; Zhang, Nong; Li, Qiang; Vadim, Slatin"
10.1007/s12517-020-05576-4	13	10-Jun-19	12-Jun-20	25-Jun-20	"Spatial prediction of WRB soil classes in an arid floodplain using multinomial logistic regression and random forest models, south-east of Iran"	"Forghani, Seyed Javad; Pahlavan-Rad, Mohammad Reza; Esfandiari, Mehrdad; Torkashvand, Ali Mohammadi"
10.1007/s12517-020-05567-5	13	15-Apr-19	12-Jun-20	07-Jul-20	"Variability assessment of simulated recharge resulted from precipitation using different GCMs, case study: west shore of Lake Urmia, Iran"	"Saatloo, Seyed Mehdi Esmat; Siosemarde, Maaroof; Hosseini, Seyed Abbas; Rezaei, Hossein"
10.1007/s12517-020-05636-9	13	04-Sep-19	22-Jun-20	07-Jul-20	Evaluation of empirical approaches in estimating mean particle size after blasting by using nondestructive methods	"Kahraman, Esma; Kilic, Ahmet Mahmut"
10.1007/s12517-020-05575-5	13	18-Feb-20	12-Jun-20	13-Jul-20	Water quality assessment along Tigris River (Iraq) using water quality index (WQI) and GIS software	"Chabuk, Ali; Al-Madhlom, Qais; Al-Maliki, Ali; Al-Ansari, Nadhir; Hussain, Hussain Musa; Laue, Jan"
10.1007/s12517-020-05507-3	13	27-Dec-18	28-May-20	21-Jun-20	"Adsorption characteristics of white pottery clay towards Pb(II), Cu(II), and Cd(II)"	"Li, Gang; Zhang, Jinli; Liu, Jia; Sun, Chaowei; Yan, Zhen"
10.1007/s12517-020-05617-y	13	26-Mar-20	22-Jun-20	08-Jul-20	Analysis on stability of mountain mass and numerical calculation of landslide resistance based on strength reduction method	"Yu, Mingdong"
10.1007/s12517-020-05659-2	13	11-May-19	01-Jul-20	08-Jul-20	The effect of anthropogenic activity on the extreme climate events and solar irradiation in Saudi Arabia	"Tarawneh, Qassem Y.; Faraj, Turki Kh."
10.1007/s12517-020-05584-4	13	30-Aug-18	18-Jun-20	27-Jun-20	Destabilization mechanism and energy evolution of coal pillar in rockburst disaster	"Xue, Yi; Cao, Zhengzheng; Li, Zhenhua"
10.1007/s12517-020-05558-6	13	21-Aug-19	12-Jun-20	21-Jun-20	Research on the change law of annulus flow pressure loss under the condition of arc concave borehole in cementing	"Zheng, Shuangjin; Xie, Renjun; Pan, Yi; Liu, Yu; Liu, Tao; Du, Dongnan"
10.1007/s12517-020-05565-7	13	30-Jan-19	12-Jun-20	21-Jun-20	Fracture-controlled groundwater seeps into the Mediterranean Sea along the coast of Lebanon	"El Hage, Mhamad; Robinson, Cordula A.; El-Baz, Farouk; Shaban, Amin"
10.1007/s12517-020-05500-w	13	13-Oct-19	28-May-20	20-Jun-20	"Source/reservoir characteristics and shale gas “sweet spot” interval in Shahezi mudstone of Well SKII in Songliao Basin, NE China"	"Cui, Jingwei; Zhu, Rukai; Wang, Chengshan; Gao, Yuan; Li, Sen; Kang, Lei"
10.1007/s12517-020-05721-z	13	12-Nov-19	10-Jul-20	16-Jul-20	Experimental study on the dynamic properties of lime-solidified soft soil under cyclic loading	"Zhao, Guijie; Yan, Huan; Yan, Ying; Gao, Shaobo; Fan, Da; He, Yang; Wang, Yu"
10.1007/s12517-020-05621-2	13	30-Jan-20	22-Jun-20	10-Jul-20	Hydrological evaluation of satellite and reanalysis precipitation products in the glacier-fed river basin (Gilgit)	"Abro, Mohammad Ilyas; Wei, Ming; Zhu, Dehua; Elahi, Ehsan; Ali, Gohar; Khaskheli, Murad Ali; Shah, Abid Raza; Nkunzimana, Athanase"
10.1007/s12517-020-05718-8	13	24-Oct-19	10-Jul-20	17-Jul-20	Deformation and cracking characteristics of ring-shaped granite with inclusion under diametrical compression	"Wu, Qiuhong; Weng, Lei; Zhao, Yanlin; Zhao, Fujun; Peng, Wenqing; Zhang, Siping"
10.1007/s12517-020-05649-4	13	05-Aug-19	30-Jun-20	17-Jul-20	Performance of RBI”” stabilized coal mine overburden material for haul road pavement	"Mallick, Soumya Ranjan; Verma, Abhiram Kumar"
10.1007/s12517-020-05696-x	13	13-Oct-19	09-Jul-20	16-Jul-20	The temperature distribution model and its application to reservoir depth prediction in fault-karst carbonate reservoirs	"Lei, Jian; Pan, Baozhi; Guo, Yuhang; Fan, Yufei; Xu, Yandong; Zou, Ning"
10.1007/s12517-020-05497-2	13	15-Feb-19	28-May-20	16-Jul-20	"Gas prediction through the LMR method using post-stack inversion and multi-attributes, F3 cube, North Sea, Netherlands"	"Negm, Shady A.; Khalil, Mohamed H.; Bakr, Ali"
10.1007/s12517-020-05656-5	13	31-Aug-18	01-Jul-20	14-Jul-20	"A geospatial approach for telematics analysis: case study of Misri Shah telephone exchange service coverage area DHA phase-VI, Karachi, Pakistan"	"Hussain, Abid; Kazmi, Jamil Hasan"
10.1007/s12517-020-05635-w	13	26-May-18	22-Jun-20	13-Jul-20	"Using remote sensing techniques to interpret geomorphological features along the east coast of the Red Sea, at Yanbu, Saudi Arabia"	"Abboud, Iyad Ahmed; Nofal, Ramadan Abd Elhamid"
10.1007/s12517-020-05673-4	13	26-Feb-20	02-Jul-20	13-Jul-20	Mapping lineament features using GIS approaches: case study of Neoproterozoic basement rocks in the South-Eastern Desert of Egypt	"Abdelhalim, Ahmed; Aboelkhair, Hatem; Hamimi, Zakaria; Al-Gabali, Majid"
10.1007/s12517-020-05569-3	13	12-Jan-20	12-Jun-20	22-Jun-20	Spectroscopic and chromatographic investigation of soil organic matter composition for different agrosystems from arid saline soils from Southeastern Tunisia	"Omar, Zohra; Bouajila, Abdelhakim; Bouajila, Jalloul; Rahmani, Rami; Besser, Houda; Hamed, Younes"
10.1007/s12517-020-05413-8	13	22-Nov-19	30-Apr-20	18-Jun-20	Investigating regional distribution for maximum daily rainfall in arid regions: case study in Saudi Arabia	"Abdeen, Wael M.; Awadallah, Ayman G.; Hassan, Nagy A."
10.1007/s12517-020-05515-3	13	20-Feb-20	03-Jun-20	19-Jun-20	"Source rock properties and pore structural framework of the gas-prone Lower Permian shales in the Jharia basin, India"	"Hazra, Bodhisatwa; Wood, David A.; Singh, Pradeep K.; Singh, Ashok K.; Kumar, Om Prakash; Raghuvanshi, Gaurav; Singh, Deependra Pratap; Chakraborty, Prasenjeet; Rao, Pudi Srinivasa; Mahanta, Koushik; Sahu, Gajanan"
10.1007/s12517-020-05421-8	13	09-Oct-18	01-May-20	03-Jun-20	Kinetic characterization of hexavalent chromium stabilization in contaminated soils amended with cocopeat	"Khorshid, Mahdieh; Oustan, Shahin; Najafi, Norsatollah; Khataee, Alireza"
10.1007/s12517-020-05472-x	13	14-Jul-19	20-May-20	16-Jun-20	Research on the permeability resistance of a typical fault based on partitions of structural complexity	"Yu, Haitao; Zhu, Shuyun; Xie, Huadong; Hou, Junhua"
10.1007/s12517-020-05549-7	13	13-Dec-19	04-Jun-20	17-Jun-20	An analytical and applied blasting approach to facilitate rock-socketed bored pile excavation	"Ozer, Umit; Karadogan, Abdulkadir; Sahinoglu, Ulku Kalayci; Ozyurt, Meric Can; Sertabipoglu, Zeynep; Günay, Mustafa Kemal; Sefer, İbrahim; Zaif, Cevdet Burkay"
10.1007/s12517-020-05343-5	13	02-Aug-19	18-Apr-20	17-Jun-20	Mapping geological risk in urban areas	"Kozliakova, Irina; Eremina, Olga"
10.1007/s12517-020-05502-8	13	16-Nov-19	28-May-20	14-Jun-20	Developmental characteristics and dominant factors of fractures in marine–continental transitional facies tight sandstone reservoirs in heavily deformed areas: a case study	"Wang, Weilin; Dong, Li; Tan, Chengqian; Yin, Shuai; Li, Airong; Wang, Ruyue"
10.1007/s12517-020-05417-4	13	09-Mar-19	01-May-20	15-Jun-20	An efficient and accurate finite-difference operator using adaptively discretized grids and its application for 3D least-squares reverse-time migration	"Wang, Ziying; Huang, Jianping; Li, Zhenchun; Liu, Dingjin; Yong, Peng"
10.1007/s12517-020-05405-8	13	24-Oct-19	30-Apr-20	02-Jun-20	"Morphometric analysis of a badland affected portion of the Mandakini River sub-watershed, central India"	"Singh, Nikhilesh; Jha, Medha; Tignath, Sanjay; Singh, Bhola Nath"
10.1007/s12517-020-05427-2	13	15-Jul-19	06-May-20	10-Jun-20	Accumulated deformation and microstructure of deep silty clay subjected to two freezing-thawing cycles under cyclic loading	"Hou, Chen-Yu; Cui, Zhen-Dong; Yuan, Li"
10.1007/s12517-020-05369-9	13	22-Jul-19	28-Apr-20	20-May-20	Post-peak mechanical characteristics of the high-water material for backfilling the gob-side entry retaining: from experiment to field application	"Zhang, Fei-teng; Wang, Xiang-yu; Bai, Jian-biao; Wang, Gong-yuan; Wu, Bo-wen"
10.1007/s12517-020-05362-2	13	28-Sep-18	25-Apr-20	20-May-20	"Differences in hydro-chemical characteristics and genesis of sandstone fissure water from the roof and floor: a case study in Haizi coal mine, Northern Anhui Province, China"	"Zhang, Jun; Yao, Duoxi"
10.1007/s12517-020-05447-y	13	05-Sep-19	16-May-20	06-Jun-20	General pattern of sea level in Safaga and Qusseir Harbours on the Egyptian Red Sea coast	"El-Geziry, Tarek M.; Dabbous, Amna S.; Abdallah, Abdallah M."
10.1007/s12517-020-05426-3	13	01-Feb-19	01-May-20	23-May-20	Laboratory study on geogrid reinforced soil wall with modular facing under cyclic strip loading	"Wang, Jia-Quan; Xu, Liang-Jie; Xue, Jian-Feng; Tang, Yi"
10.1007/s12517-020-05422-7	13	30-Oct-19	01-May-20	21-May-20	"Impacts of short-term litter manipulation on rangeland production, soil carbon, and nitrogen contents"	"Sharafatmandrad, Mohsen; Khosravi Mashizi, Azam"
10.1007/s12517-020-05436-1	13	27-Nov-19	16-May-20	08-Jun-20	"Possibility of intrusive igneous body beneath the Cretaceous sequence in Abu Gharadig Basin, Egypt: integration of geophysical data interpretations"	"Sarhan, Mohammad Abdelfattah"
10.1007/s12517-020-05463-y	13	30-Mar-20	18-May-20	11-Jun-20	Nickel coating performance of porous SiC structures by electroless coating	"Soy, Ugur"
10.1007/s12517-020-05475-8	13	30-Jul-19	25-May-20	16-Jun-20	Effects of tectonism on the pore characteristics and methane diffusion coefficient of coal	"Dong, Jun; Cheng, Yuanping; Jiang, Juncheng; Guo, Pinkun"
10.1007/s12517-020-05327-5	13	20-Nov-18	18-Apr-20	09-Jun-20	"Geometallurgical resource estimation using a modified geostatistical approach; a case study of Sungun porphyry copper deposit, Iran"	"Khorram, Farzaneh; Asghari, Omid; Memarian, Hossein"
10.1007/s12517-020-05433-4	13	10-Aug-19	15-May-20	12-Jun-20	"Crustal control on basement uplift beneath the Ghawar Anticline, Saudi Arabia—gravity modeling with receiver function constraints"	"Mukhopadhyay, Manoj; Mogren, Saad; Mukhopadhyay, Basab; Venkatesh, Kasimahanti Durga; Elawadi, Eslam"
10.1007/s12517-020-05434-3	13	06-Jun-18	16-May-20	14-Jun-20	"Refraction microtremor (ReMi™)–based investigation of the accumulation of Quaternary sediments on the northern edge of Isparta, Turkey"	"Kanbur, Mehmet Zakir; Tokbaş, İbrahim"
10.1007/s12517-020-05489-2	13	05-Aug-19	27-May-20	14-Jun-20	Characterization and experimental design application for Algerian silica sand enrichment	"Anas Boussaa, Sabiha; Zaourar Boutarek, Naima; Kefaifi, Aissa"
10.1007/s12517-020-05482-9	13	01-Feb-20	25-May-20	13-Jun-20	"Characterization and exploitation of black shale as unconventional source of biohydrogen: a case study from the Abu-Tartur mine, Western Desert, Egypt"	"El-Habaak, Galal; Khalaphallah, Rafat; Hassan, Mokhles; Askalany, Mohamed; Abdel-Hakeem, Mahmoud"
10.1007/s12517-020-05450-3	13	28-Jun-18	18-May-20	13-Jun-20	Experimental study on soil improvement using local microorganisms	"Mohammadizadeh, Mohsen; Ajalloeian, Rasoul; Nadi, Bahram; Nezhad, Shahla Soltani"
10.1007/s12517-020-05488-3	13	09-Dec-18	27-May-20	16-Jun-20	"Estimation of hydraulic parameters of an unconfined aquifer by using geoelectrical and pumping test data: a case study of the Mandi Bahauddin District, Pakistan"	"Ullah, Faheem; Su, Li-Jun; Ullah, Hafeez; Asghar, Aamir"
10.1007/s12517-020-05442-3	13	18-Nov-19	16-May-20	17-Jun-20	First occurrence of pigeonite in the Cameroon Volcanic Line	"Bardintzeff, Jacques-Marie; Nkouandou, Oumarou Faarouk; Mefire, Aminatou Fagny"
10.1007/s12517-020-05438-z	13	03-Jan-20	16-May-20	28-May-20	An experimental study on scale dependency of fractional dispersion coefficient	"Moradi, Ghazal; Mehdinejadiani, Behrouz"
10.1007/s12517-020-05452-1	13	23-Jan-19	17-May-20	11-Jun-20	Landslide displacement prediction based on time series analysis and data assimilation with hydrological factors	"Wang, Jing; Nie, Guigen; Xue, Changhu"
10.1007/s12517-020-05381-z	13	29-Aug-19	28-Apr-20	29-May-20	Mineralogical characterization and physical upgrading of radioactive and rare metal minerals from Wadi Al-Baroud granitic pegmatite at the Central Eastern Desert of Egypt	"Fawzy, Mona M.; Mahdy, Nasser M.; Sami, Mabrouk"
10.1007/s12517-020-05483-8	13	30-Jul-19	25-May-20	13-Jun-20	Behavior of cantilever secant pile wall supporting excavation in sandy soil considering pile-pile interaction	"Ramadan, Mohamed I; Meguid, Mohamed"
10.1007/s12517-020-05351-5	13	03-Apr-18	25-Apr-20	22-May-20	A comparative study on the undrained shear strength results of fall cone and vane shear tests in sand–clay mixtures	"Cabalar, Ali Firat; Khalaf, Muhammed Mukhlif; Isik, Haluk"
10.1007/s12517-020-05425-4	13	04-May-19	01-May-20	24-May-20	Hydrochemical and statistical study of karstic spring waters of Bejaia coastal area (North Algeria)	"Megherfi, Karim; Maza, Mustapha; Saou, Abdelhamid; Seidel, Jean Luc"
10.1007/s12517-020-05374-y	13	13-Jul-19	28-Apr-20	27-May-20	"Utilizing borehole electrical images to evaluate sorting of conglomeratic formation: example from Lower Triassic Baikouquan Formation in Well M152, Mahu Depression, Junggar Basin, China"	"Yuan, Rui; Yang, Bo; Huang, Lingyu; Hu, Wei"
10.1007/s12517-020-05352-4	13	09-Jun-18	25-Apr-20	28-May-20	Analysis of compressibility and mechanical behavior of red clay considering structural strength	"Lyu, Haibo; Gu, Jianxiao; Li, Wenjie; Liu, Fabiao"
10.1007/s12517-020-05412-9	13	19-Jan-19	30-Apr-20	21-May-20	Determining the plasticity properties of high plastic clays: a new empirical approach	"Öser, Cihan"
