DOI	volume	received	accepted	online	title	authors
10.1007/s12517-018-4154-6	11	13-Sep-18	07-Dec-18	27-Dec-18	Use of natural Stipa tenacissima fibers for the removal of H2S in an alkaline aqueous medium	"Azaza, Hanen; Mechi, Lassaad; Ben Amor, Mohamed; Trabelsi, Ismaîl"
10.1007/s12517-018-4119-9	11	30-Mar-18	23-Nov-18	17-Dec-18	Assessing the impact of EI Niño southern oscillation index and land surface temperature fluctuations on dengue fever outbreaks using ARIMAX(p)-PARX(p)-NBARX(p) models	"Abbas, Shaheen; Ilyas, Muhammad"
10.1007/s12517-018-4093-2	11	09-Mar-18	16-Nov-18	05-Dec-18	"Assessment of the reliability of supervised classifications of Landsat-7, ASTER, and SPOT-5 multispectral data in rock unit discriminations of Jabal Daf-Wadi Fatima area, Saudi Arabia"	"Bishta, Adel Zein"
10.1007/s12517-018-4053-x	11	14-Aug-18	09-Nov-18	01-Dec-18	"Drought distribution using the standardized precipitation index: case of Gabes Basin, South Tunisia"	"Jemai, Sabrine; Kallel, Amjad; Abida, Habib"
10.1007/s12517-018-4045-x	11	28-Feb-18	08-Nov-18	01-Dec-18	The effect of silica fume and lime on geotechnical properties of a clay soil showing both swelling and dispersive features	"Türköz, Murat; Savaş, Hasan; Tasci, Gorkem"
10.1007/s12517-018-4083-4	11	24-Apr-18	15-Nov-18	23-Nov-18	"Chemical composition of rock-forming minerals and crystallization physicochemical conditions of the Middle Eocene I-type Haji Abad pluton, SW Buin-Zahra, Iran"	"Kazemi, Kazem; Kananian, Ali; Xiao, Yilin; Sarjoughian, Fatemeh"
10.1007/s12517-018-4085-2	11	11-Apr-18	15-Nov-18	24-Nov-18	"Identification and stage classification of Precambrian rifts in the Tarim craton, northwestern China"	"Zheng, Chunfang; Hou, Guiting"
10.1007/s12517-018-4022-4	11	29-Sep-18	22-Oct-18	06-Nov-18	Annual crustal deformation based on GNSS observations between 1996 and 2016	"Maciuk, Kamil; Szombara, Stanisław"
10.1007/s12517-018-3992-6	11	14-Jul-17	10-Oct-18	27-Oct-18	Different pore structure modalities in sandy conglomerate reservoirs and their forming mechanisms	"Yin, Senlin; Chen, Yukun; Wu, Xiaojun"
10.1007/s12517-018-4024-2	11	14-Jan-15	24-Oct-18	12-Nov-18	"Radioactive anomalies associated with the graphite-bearing metasediments, Wadi Umm Gheig area, Central Eastern Desert, Egypt"	"Eldougdoug, Abdelmonem; Hassnein, Hamdy I. E.; Aboelnaga, Helmy S. O.; Nadi, Abdul-Mohsen G."
10.1007/s12517-018-4018-0	11	14-Nov-17	18-Oct-18	30-Oct-18	"Evaluation of the mineralizing potential of the Mbengwi plutonics, Northwestern Cameroon, Central Africa"	"Mbassa, Benoît Joseph; Njonfang, Emmanuel; Grégoire, Michel; Itiga, Zénon; Kamgang, Pierre; Benoit, Mathieu; Ndjigui, Paul Désiré; Ngwa, Caroline Neh; Nolla, Junior Désiré"
10.1007/s12517-018-4003-7	11	11-Apr-18	15-Oct-18	07-Nov-18	Indonesian rainfall variability during Western North Pacific and Australian monsoon phase related to convectively coupled equatorial waves	"Pramuwardani, Ida; Hartono, NO-GIVEN-NAME; Sunarto, NO-GIVEN-NAME; Sopaheluwakan, Ardhasena"
10.1007/s12517-018-3968-6	11	02-May-18	01-Oct-18	12-Nov-18	Uncertainty analysis in bed load transport prediction of gravel bed rivers by ANN and ANFIS	"Riahi-Madvar, Hossien; Seifi, Akram"
10.1007/s12517-018-4070-9	11	23-Jan-18	13-Nov-18	22-Nov-18	Tectonostratigraphic evolution of Enjefa’s marginal marine Holocene deposits: highlighting the final stage of Kuwait’s emergence	"Amer, Aimen; Al-Wadi, Mesha; Abu-Habbial, Hanan; Sajer, Abdulaziz"
10.1007/s12517-018-4043-z	11	29-May-18	30-Oct-18	08-Nov-18	"The impact of rainfall distribution patterns on hydrological and hydraulic response in arid regions: case study Medina, Saudi Arabia"	"Abdulrazzak, Mohamed; Elfeki, Amro; Kamis, Ahmed Samy; Kassab, Mostafa; Alamri, Nassir; Noor, Kashif; Chaabani, Anis"
10.1007/s12517-018-3995-3	11	28-Aug-17	10-Oct-18	26-Oct-18	"Origin of oil geochemical compositional heterogeneity in the Radhuma and Tayarat formations heavy oil carbonate reservoirs of Burgan Field, south Kuwait"	"Al-Hajeri, Mubarak Matlak; Bowden, Stephen A."
10.1007/s12517-018-4068-3	11	15-Aug-18	13-Nov-18	26-Nov-18	"Morphometric, statistical, and hazard analyses using ASTER data and GIS technique of WADI El-Mathula watershed, Qena, Egypt"	"Hamdan, Ali; Khozyem, Hassan"
10.1007/s12517-018-4032-2	11	19-May-17	29-Oct-18	20-Nov-18	Behavioural analysis of vertical and batter pile groups under vertical and lateral loading in sand	"Subanantharaj Palammal, Jeyapriya; Senthilkumar, Praveen Kumar"
10.1007/s12517-018-4073-6	11	None	None	26-Nov-18	"Correction to: Maximizing the management of groundwater resources in the Paris–Abu Bayan reclaimed area, Western Desert, Egypt"	"El Osta, Maged"
10.1007/s12517-018-3889-4	11	21-Mar-18	28-Aug-18	03-Nov-18	"Source rock evaluation and thermal maturity modeling of Jake oil fields, Fula sub-basin, Muglad Basin, Sudan"	"Ezeldin, Fatihi Mohamed; Xie, Xinong"
10.1007/s12517-018-4030-4	11	09-Jul-18	29-Oct-18	16-Nov-18	Impact of fluid turbulent shear stress on failure surface of reservoir bank landslide	"Zhang, Xuan; Chen, Liang; Zhang, Faming; Lv, Chengteng; Zhou, Yi feng"
10.1007/s12517-018-3954-z	11	19-Oct-17	28-Sep-18	27-Oct-18	"Geochemical, geological, and petrophysical evaluation of Garau Formation in Lurestan basin (west of Iran) as a shale gas prospect"	"Lotfiyar, Amine; Chehrazi, Ali; Swennen, Rudy; Ghasemi Siani, Majid"
10.1007/s12517-018-3935-2	11	16-Nov-16	20-Sep-18	30-Oct-18	Estimation of ground water content using water balance and regression approach	"Alabi, A. A.; Akinyemi, O. D.; Olowofela, J. A.; Salako, F. K.; Ajiboye, G. A.; Olurin, O. T."
10.1007/s12517-018-4001-9	11	03-Jul-17	10-Oct-18	07-Nov-18	Statistical detection and no-detection of rainfall change trends and breaks in semiarid Tunisia—50+ years over the Merguellil agro-hydro-climatic reference basin	"Chargui, Sameh; Jaberi, Asma; Cudennec, Christophe; Lachaal, Fethi; Calvez, Rogez; Slimani, Mohamed"
10.1007/s12517-018-3983-7	11	18-Feb-18	10-Oct-18	07-Nov-18	"Subsurface structural features of the basement complex and mineralization zone investigation in the Barramiya area, Eastern Desert of Egypt, using magnetic and gravity data analysis"	"Saleh, Ahmed; Abdelmoneim, Mohamed; Abdelrady, Mohamed; Al Deep, Mohamed"
10.1007/s12517-018-4042-0	11	04-May-18	30-Oct-18	08-Nov-18	The investigation of ultra-long-distance concrete pipe stuck in quartz sandstone formation using numerical simulation	"Li, Chao; Zhong, Zuliang; Liu, Xinrong; Deng, Zhiyun; He, Guannan"
10.1007/s12517-018-3977-5	11	05-Jun-18	10-Oct-18	26-Oct-18	"Coal mining trends, approaches, and safety hazards: a brief review"	"Ullah, Muhammad Fahad; Alamri, Abdullah M.; Mehmood, Khalid; Akram, Mian Sohail; Rehman, Faisal; Rehman, Saif Ur; Riaz, Omar"
10.1007/s12517-018-4011-7	11	18-Jun-18	17-Oct-18	26-Oct-18	Assessment of CMIP5 global climate models and projected changes in surface air temperature over the Arabian Peninsula in the twenty-first century	"Almazroui, Mansour"
10.1007/s12517-018-4025-1	11	28-Apr-15	24-Oct-18	12-Nov-18	Evaluation of ground vibrations and the effect of air blast in open-pit phosphate mines	"Aloui, Monia; Bleuzen, Yannick; Essefi, Elhoucine; Abbes, Chedly"
10.1007/s12517-018-4033-1	11	01-Jun-17	29-Oct-18	01-Nov-18	Compaction and CBR properties of RAP/sand blends in Iraq	"Kalpakci, Volkan; Faeq, Rabar; Canakci, Hanifi"
10.1007/s12517-018-4061-x	11	11-May-18	09-Nov-18	21-Nov-18	"Mineralogy and geochemistry of sediments from Simbock Lake, Yaoundé area (southern Cameroon): provenance and environmental implications"	"Ekoa Bessa, A. Z.; Ngueutchoua, G.; Ndjigui, P.-D."
10.1007/s12517-018-4054-9	11	28-Jul-18	09-Nov-18	19-Nov-18	"Organic source of crude oils and 1D basin modeling of upper Cretaceous rocks, Badr Concession, Abu Gharadig Basin, Western Desert, Egypt"	"Abd-Allah, Zakaria M.; Maky, Abubakr F.; Ramadan, Mohamed A. M."
10.1007/s12517-018-4007-3	11	04-Nov-17	15-Oct-18	13-Nov-18	An investigation of anthropogenic pollution in soil samples from residential areas in Erzincan city center and its vicinity by evaluating chemical factors	"Yalçın, Paşa; Kam, Erol; Yümün, Zeki Ünal; Kurt, Dilek"
10.1007/s12517-018-4029-x	11	08-Jun-18	29-Oct-18	13-Nov-18	MicroGravity mapping for King Abdulaziz University campus: imaging subsurface	"Aboud, Essam; El‐Masry, Nabil; Ahmed, Sabahuddin"
10.1007/s12517-018-4044-y	11	08-Jun-18	30-Oct-18	15-Nov-18	"The origin and morphology of Al-Tar caves, West Karbala, Iraq"	"Al-Moadhen, Ahmed Abbas Hasan"
10.1007/s12517-018-3893-8	11	07-Feb-18	31-Aug-18	14-Nov-18	Exploring the most influential part of atmospheric circulation in the formation of severe air pollution episodes in the Greater Tehran	"Fotros, Shima; Meshkatee, Amir Hussain; Kamali, Gholamali; Sedaghatkerdar, Abdollah"
10.1007/s12517-018-3997-1	11	18-Nov-17	10-Oct-18	16-Nov-18	"Geophysical and geochemical investigation for structures favorable to uranium mineralization in Dhofar region, Sultanate of Oman"	"Sundararajan, N.; Pracejus, Bernhard; Al- Khirbash, Salah; Al- Hosni, T. K.; Ebrahimi, A.; Al- Mashani, M.; Al-Lazki, Ali"
10.1007/s12517-018-4037-x	11	22-Jul-18	29-Oct-18	12-Nov-18	Cadmium (Cd) concentration in wheat (Triticum aestivum) grown in Cd-spiked soil varies with the doses and biochar feedstock	"Rehman, Muhammad Zia ur; Rizwan, Muhammad; Ali, Shafaqat; Sohail, Muhammad Irfan; Hussain, Amjad; Qayyum, Muhammad Farooq; Khalid, Hinnan; Zeeshan, Muhammad; Majid, Naveeda"
10.1007/s12517-018-4059-4	11	17-Apr-18	09-Nov-18	21-Nov-18	Erosion potential assessment of watersheds through GIS-based hypsometric analysis: a case study of Kurram Tangi Dam	"Yousaf, Wasif; Mohayud-Din-Hashmi, Syed Ghulam; Akram, Usman; Saeed, Urooj; Ahmad, Sajid Rashid; Umar, Muhammad; Mubashir, Ambreena"
10.1007/s12517-018-4005-5	11	15-Jun-18	15-Oct-18	31-Oct-18	Impact of the crystallite parameters and coal ranks on oxidation and combustion properties of Carboniferous coals and Jurassic coals	"Zhang, Yu; Zhang, Xueqing; Liu, Chengpu; Yu, Xinzhi; Hu, Sherong"
10.1007/s12517-018-4023-3	11	04-Jun-18	22-Oct-18	29-Oct-18	"Rock physics analysis and Gassmann’s fluid substitution for reservoir characterization of “G” field, Niger Delta"	"Abe, James Sunday; Edigbue, Paul Irikefe; Lawrence, Samuel Gbolahan"
10.1007/s12517-018-4021-5	11	02-Nov-17	19-Oct-18	14-Nov-18	"Assessment of the heavy metal contamination using GIS-based approach and pollution indices in agricultural soils from Beni Amir irrigated perimeter, Tadla plain, Morocco"	"Oumenskou, Hakima; El Baghdadi, Mohamed; Barakat, Ahmed; Aquit, Mohamed; Ennaji, Widad; Karroum, Lalla Aicha; Aadraoui, Mohamed"
10.1007/s12517-018-4026-0	11	25-Apr-18	29-Oct-18	09-Nov-18	Analysis of physical factors of climate and bioclimate and their effects on almonds production to increase the economy in Hebron area of Palestine	"Ighbareyeh, Jehad Mahmoud Hussein; Carmona, Eusebio Cano; Ortiz, Ana Cano; Suliemieh, Asma Abdel-Rahim Ahmed; Ighbareyeh, Mohammed Mahmoud Hussein; Daraweesh, Abed Al-Qader Mohammed"
10.1007/s12517-018-4020-6	11	01-Mar-18	18-Oct-18	07-Nov-18	"3-D magnetic inversion and satellite imagery for the Um Salatit gold occurrence, Central Eastern Desert, Egypt"	"Mohamed, Hassan; Saibi, Hakim; Bersi, Mohand; Abdelnabi, Sami; Geith, Baher; Ismaeil, Hamdy; Tindell, Thomas; Mizunaga, Hideki"
10.1007/s12517-018-4039-8	11	12-Jan-18	30-Oct-18	08-Nov-18	"Geomorphic characteristics of a bedrock river inferred from drainage quantification, longitudinal profile, knickzone identification and concavity analysis: a DEM-based study"	"Das, Sumit"
10.1007/s12517-018-4013-5	11	18-Apr-18	18-Oct-18	06-Nov-18	Experimental study of the effect of material and arrangement of electrodes and voltage on the electro-remediation of saturated clays containing chloride and sulfate ions	"Fahadani, Alireza Ebrahimi; Oulapour, Masoud; Jaafarzadeh, Nematollah"
10.1007/s12517-018-4027-z	11	24-Apr-18	29-Oct-18	22-Nov-18	"Hydrocarbon-generating potential of the Eocene Thebes Formation, Gulf of Suez: 1D basin modeling as a supplementary tool for source rock evaluation"	"Ahmed, Mohammed Awad; Afife, Mohamed Moustafa"
10.1007/s12517-018-4065-6	11	13-Dec-17	09-Nov-18	15-Nov-18	Basement geology derived from gravity anomalies beneath the Benue Trough of Nigeria	"Abdullahi, Mukaila; Singh, Upendra K."
10.1007/s12517-018-4055-8	11	18-Jun-18	09-Nov-18	24-Nov-18	"The Laal-Kan fluorite deposit, Zanjan Province, NW Iran: constraints on REE geochemistry and fluid inclusions"	"Azizi, Mansour Rezaei; Abedini, Ali; Alipour, Samad; Bagheri, Hashem"
10.1007/s12517-018-4038-9	11	07-Aug-18	29-Oct-18	15-Nov-18	"Utilizing skew normal distribution to unmix grain-size distribution of swampy lakeshore: example from Lake Ulungur, China"	"Yuan, Rui; Zhang, Changmin; Wang, Xulong; Zhu, Rui"
10.1007/s12517-018-4016-2	11	17-Aug-17	18-Oct-18	29-Oct-18	Effect of particle size distribution of cohesionless soils on the ultimate carrying capacity of open ended pipe piles under different saturation conditions	"Mahmood, Mahmood Rashid; Qadir, Samer Jihad Abdullah"
10.1007/s12517-018-4034-0	11	12-Mar-18	29-Oct-18	05-Nov-18	"The fracturing characteristics of rock mass of coal mining and its effect on overlying unconsolidated aquifer in Shanxi, China"	"Zhang, Yongbo; Xu, Yongxin; Wang, Kai; Chen, Pei; Wang, Xue; Zheng, Qiang; Zhang, Zhixiang"
10.1007/s12517-018-4031-3	11	26-Jul-18	29-Oct-18	09-Nov-18	"Estimated volume of water in shallow wells of Ekiti State, Southwestern Nigeria: implications on groundwater sustainability"	"Talabi, Abel Ojo"
10.1007/s12517-018-4041-1	11	26-Apr-18	30-Oct-18	07-Nov-18	Effects of biochar and bio-fertilizer on yield and qualitative properties of soybean and some chemical properties of soil	"Arabi, Zahra; Eghtedaey, Hasan; Gharehchmaghloo, Bahman; Faraji, Abolfazl"
10.1007/s12517-018-4058-5	11	14-Jun-18	09-Nov-18	27-Nov-18	Effect of heat treatment on dynamic properties of selected rock types taken from the Salt Range in Pakistan	"Ahmed, M. Farooq; Waqas, Umer; Arshad, Muhammad; Rogers, J. David"
10.1007/s12517-018-4046-9	11	06-Jul-18	09-Nov-18	16-Nov-18	"U-series dating and origin of Yaprakhisar (Güzelyurt-Aksaray) travertines in Central Anatolian Volcanic Province, Turkey"	"Temiz, Uğur; Koçak, İsmail; Öksüz, Nursel; Akbay, Serkan"
10.1007/s12517-018-4089-y	11	22-Nov-17	16-Nov-18	24-Nov-18	Teleseismic finite-fault inversion of two Mw = 6.4 earthquakes along the East Anatolian Fault Zone in Turkey: the 1998 Adana and 2003 Bingöl earthquakes	"Utkucu, Murat; Budakoğlu, Emrah; Çabuk, Meltem"
10.1007/s12517-018-4091-4	11	02-Jan-18	16-Nov-18	26-Nov-18	Shale experiment and numerical investigation of casing deformation during volume fracturing	"Guo, Xueli; Li, Jun; Liu, Gonghui; Lian, Wei; Zeng, Yijin; Tao, Qian; Song, Xuefeng"
10.1007/s12517-018-4072-7	11	None	None	19-Nov-18	Correction to: Field evidence of Quaternary seismites in the Mostaganem-Relizane (western Algeria) region: seismotectonic implication	"Guessoum, Nabila; Benhamouche, Azzeddine; Bouhadad, Youcef; Bourenane, Hamid; Abbouda, Moustafa"
10.1007/s12517-018-3981-9	11	08-Nov-17	10-Oct-18	27-Oct-18	Evolution of normal deformability of acidized rock fractures	"Asadollahpour, E.; Baghbanan, A.; Hashemolhosseini, H."
10.1007/s12517-018-4049-6	11	06-Sep-18	09-Nov-18	20-Nov-18	"Investigations on the radiometric, geometric, and DSM generation qualities of Gokturk-2 stereo images"	"Kocaman, Sultan; Karakas, Gizem; Tavus, Beste"
10.1007/s12517-018-4062-9	11	31-May-18	09-Nov-18	21-Nov-18	"Fluoride contamination of groundwater and its seasonal variability in parts of Purulia district, West Bengal, India"	"Farooq, Syed Hilal; Prusty, Pintu; Singh, Raj Kumar; Sen, Subhajit; Chandrasekharam, Dornadula"
10.1007/s12517-018-3993-5	11	18-Jul-17	10-Oct-18	31-Oct-18	Experimental study on feasibility and mechanisms of N2/CO2 huff-n-puff in the fractured-cavity reservoir	"Zhao, Fenglan; Su, Wei; Hou, Jirui; Xi, Yuanyuan; Zhao, Teng"
10.1007/s12517-018-4036-y	11	07-Apr-18	29-Oct-18	12-Nov-18	"2D seismic reflection contribution to structural and geometric study of Cenozoic aquifer systems in the Sisseb El-Alem basin, central-eastern Tunisia"	"Souei, Ali; Zouaghi, Taher"
10.1007/s12517-018-3939-y	11	16-May-18	24-Sep-18	06-Nov-18	"Impact of biochar, bentonite, and compost on physical and chemical characteristics of a sandy soil"	"Alghamdi, Abdulaziz G.; Aly, Anwar A.; Al-Omran, Abdulrasoul M.; Alkhasha, Arafat"
10.1007/s12517-018-3948-x	11	07-Mar-18	24-Sep-18	31-Oct-18	"Depositional sequence response to Paleogene Lake level and Paleoclimate changes in the northern Liaoxi depression, eastern China"	"Gao, Nanan; Lin, Changsong; Gao, Da; Li, Hong"
10.1007/s12517-018-4094-1	11	13-Dec-17	16-Nov-18	23-Nov-18	"Glacier changes and its effect on water resources in Urumqi River Basin, Tianshan Mountains, China, from 1964 to 2014"	"Huai, Baojuan; Wang, Yetang; Li, Zhongqin; Sun, Weijun; Wang, Xiaoyan"
10.1007/s12517-018-4071-8	11	21-Dec-17	15-Nov-18	23-Nov-18	"A GIS-based method of risk assessment on no. 11 coal-floor water inrush from Ordovician limestone in Hancheng mining area, China"	"Dai, Gelian; Xue, Xiaoyuan; Xu, Ke; Dong, Lei; Niu, Chao"
10.1007/s12517-018-4014-4	11	02-May-18	18-Oct-18	06-Nov-18	Experimental study on mechanical behavior and energy dissipation of anthracite coal in natural and forced water-saturation states under triaxial loading	"Wang, Shen; Li, Huamin; Wang, Wen; Li, Dongyin"
10.1007/s12517-018-4090-5	11	07-Dec-17	16-Nov-18	26-Nov-18	"Fault rupture and stress changes associated with the November 27, 2005 Qeshm Island (Iran) earthquake (MW = 6.0)"	"Utkucu, Murat; Kizilbuğa, Serap; Arman, Hasan"
10.1007/s12517-018-4096-z	11	26-Feb-18	19-Nov-18	26-Nov-18	"Deformed dike swarms as an implication of transpression deformation in Western Arabian shield, Wadi Fatima, Saudi Arabia"	"Matsah, Mohamed I.; Baggazi, Haitham M.; El Fakharani, Abdelhamid; El-Shafei, Mohamed K."
10.1007/s12517-018-4004-6	11	18-May-18	15-Oct-18	06-Nov-18	"The geological origin of the Umm Al-Binni Lake within the Ahwar of Southern Mesopotamia, Iraq"	"Sissakian, Varoujan K.; Al-Bahadily, Hayder A."
10.1007/s12517-018-4015-3	11	04-Jun-18	18-Oct-18	30-Oct-18	Adsorption properties and mechanism of purified palygorskite on methylene blue	"He, Dengliang; Huang, Huan; Xu, Wei; Qin, Fangyu; Liu, Shuxin"
10.1007/s12517-018-4066-5	11	09-Jan-18	09-Nov-18	26-Nov-18	Comprehensive study on automation of toxic gas measurement	"Ayaz, Murat; Tasdemirci, Erkutay; Yuksel, Huseyin; Aygul, Volkan"
10.1007/s12517-018-4048-7	11	24-Aug-18	09-Nov-18	23-Nov-18	"Diagenetic differences in tight sandstone reservoirs in two delta fronts: an example from the Chang 4 and 5 members of the Yanchang Formation in the Longdong area, Ordos Basin, China"	"Zhu, Shifa; Zhu, Xiaomin; Chen, Jiahao; Yang, Zhen; Jia, Ye; Cui, Hang"
10.1007/s12517-018-3962-z	11	27-Jun-17	01-Oct-18	16-Nov-18	Longwall mining method with roof-cutting unloading and numerical investigation of ground pressure and roof stability	"Li, Zhaohua; Tao, Zhigang; Meng, Zhigang; He, Manchao"
10.1007/s12517-018-4047-8	11	15-Aug-18	09-Nov-18	17-Nov-18	Experimental and numerical investigation of supercritical flow in contraction and expansion of open channels	"Nikpour, Mohammad Reza; Khosravinia, Payam; Farsadizadeh, Davod"
